cycle,hour,int(cycle / 24),r_l,FC,n_L,shadow_loss,prevState'N_L',currentState'N_L',prev_value,value,pl_total,chg,length(leaf_proportion),sum(leaf_proportion),leaf_proportion
80,8,3,0.0063,1.015,10.0,0.09642499999999998,1.3986952145117342,1.4016676789919535,0.08943956549195282,0.08962963973314045,0.00278589582285835,-0.00297597006404598,1,0.5717249999999999,[0.5717249999999999]
81,9,3,0.0063,1.015,10.0,0.09642499999999998,1.3986952145117342,1.4016676789919535,0.08943956549195282,0.08962963973314045,0.00278589582285835,-0.00297597006404598,1,0.63567,[0.63567]
82,10,3,0.0063,1.015,10.0,0.09642499999999998,1.3986952145117342,1.4016676789919535,0.08943956549195282,0.08962963973314045,0.00278589582285835,-0.00297597006404598,1,0.699615,[0.699615]
83,11,3,0.0063,1.015,10.0,0.09642499999999998,1.3986952145117342,1.4016676789919535,0.08943956549195282,0.08962963973314045,0.00278589582285835,-0.00297597006404598,1,0.76356,[0.76356]
84,12,3,0.0095,1.015,10.0,0.09642499999999998,1.3986952145117342,1.4016676789919535,0.13486918605929393,0.1351558059467991,0.00278589582285835,-0.00307251571036352,1,0.859985,[0.859985]
85,13,3,0.0095,1.015,10.0,0.09642499999999998,1.3986952145117342,1.4016676789919535,0.13486918605929393,0.1351558059467991,0.00278589582285835,-0.00307251571036352,1,0.95641,[0.95641]
86,14,3,0.0095,1.015,10.0,0.09642499999999998,1.3986952145117342,1.4016676789919535,0.13486918605929393,0.1351558059467991,0.00278589582285835,-0.00307251571036352,1,1.052835,[1.052835]
87,15,3,0.0095,1.015,10.0,0.09642499999999998,1.3986952145117342,1.4016676789919535,0.13486918605929393,0.1351558059467991,0.00278589582285835,-0.00307251571036352,1,1.14926,[1.14926]
88,16,3,0.0095,1.015,10.0,0.09642499999999998,1.3986952145117342,1.4016676789919535,0.13486918605929393,0.1351558059467991,0.00278589582285835,-0.00307251571036352,1,1.245685,[1.245685]
89,17,3,0.0095,1.015,10.0,0.09642499999999998,1.3986952145117342,1.4016676789919535,0.13486918605929393,0.1351558059467991,0.00278589582285835,-0.00307251571036352,1,1.34211,[1.34211]
90,18,3,0.0095,1.015,10.0,0.09642499999999998,1.3986952145117342,1.4016676789919535,0.13486918605929393,0.1351558059467991,0.00278589582285835,-0.00307251571036352,1,1.438535,[1.438535]
91,19,3,0.0063,1.015,10.0,0.09642499999999998,1.3986952145117342,1.4016676789919535,0.08943956549195282,0.08962963973314045,0.00278589582285835,-0.00297597006404598,1,1.5024799999999998,[1.5024799999999998]
92,20,3,0.0063,1.015,10.0,0.09642499999999998,1.3986952145117342,1.4016676789919535,0.08943956549195282,0.08962963973314045,0.00278589582285835,-0.00297597006404598,1,1.5664249999999997,[1.5664249999999997]
93,21,3,0.0063,1.0,10.0,0.09642499999999998,1.3986952145117342,1.4016676789919535,0.08811779851423926,0.08830506377649307,0.00278589582285835,-0.00297316108511216,1,1.6294249999999997,[1.6294249999999997]
94,22,3,0.0063,1.0,10.0,0.09642499999999998,1.3986952145117342,1.4016676789919535,0.08811779851423926,0.08830506377649307,0.00278589582285835,-0.00297316108511216,1,1.6924249999999996,[1.6924249999999996]
95,23,3,0.0063,1.0,10.0,0.09642499999999998,1.3986952145117342,1.4016676789919535,0.08811779851423926,0.08830506377649307,0.00278589582285835,-0.00297316108511216,1,1.7554249999999996,[1.7554249999999996]
96,0,4,0.0063,1.0,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.08830506377649307,0.08849237292485515,0.00278589582285835,-0.00297320497122044,1,0.063,[0.063]
97,1,4,0.0063,1.0,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.08830506377649307,0.08849237292485515,0.00278589582285835,-0.00297320497122044,1,0.126,[0.126]
98,2,4,0.0063,1.0,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.08830506377649307,0.08849237292485515,0.00278589582285835,-0.00297320497122044,1,0.189,[0.189]
99,3,4,0.0063,1.0,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.08830506377649307,0.08849237292485515,0.00278589582285835,-0.00297320497122044,1,0.252,[0.252]
100,4,4,0.0063,1.015,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.08962963973314045,0.08981975851872795,0.00278589582285835,-0.00297601460844586,1,0.315945,[0.315945]
101,5,4,0.0063,1.015,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.08962963973314045,0.08981975851872795,0.00278589582285835,-0.00297601460844586,1,0.37988999999999995,[0.37988999999999995]
102,6,4,0.0063,1.015,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.08962963973314045,0.08981975851872795,0.00278589582285835,-0.00297601460844586,1,0.4438349999999999,[0.4438349999999999]
103,7,4,0.0063,1.015,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.08962963973314045,0.08981975851872795,0.00278589582285835,-0.00297601460844586,1,0.5077799999999999,[0.5077799999999999]
104,8,4,0.0063,1.015,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.08962963973314045,0.08981975851872795,0.00278589582285835,-0.00297601460844586,1,0.5717249999999999,[0.5717249999999999]
105,9,4,0.0063,1.015,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.08962963973314045,0.08981975851872795,0.00278589582285835,-0.00297601460844586,1,0.63567,[0.63567]
106,10,4,0.0063,1.015,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.08962963973314045,0.08981975851872795,0.00278589582285835,-0.00297601460844586,1,0.699615,[0.699615]
107,11,4,0.0063,1.015,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.08962963973314045,0.08981975851872795,0.00278589582285835,-0.00297601460844586,1,0.76356,[0.76356]
108,12,4,0.0095,1.015,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.1351558059467991,0.13544249300443104,0.00278589582285835,-0.00307258288049029,1,0.859985,[0.859985]
109,13,4,0.0095,1.015,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.1351558059467991,0.13544249300443104,0.00278589582285835,-0.00307258288049029,1,0.95641,[0.95641]
110,14,4,0.0095,1.015,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.1351558059467991,0.13544249300443104,0.00278589582285835,-0.00307258288049029,1,1.052835,[1.052835]
111,15,4,0.0095,1.015,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.1351558059467991,0.13544249300443104,0.00278589582285835,-0.00307258288049029,1,1.14926,[1.14926]
112,16,4,0.0095,1.015,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.1351558059467991,0.13544249300443104,0.00278589582285835,-0.00307258288049029,1,1.245685,[1.245685]
113,17,4,0.0095,1.015,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.1351558059467991,0.13544249300443104,0.00278589582285835,-0.00307258288049029,1,1.34211,[1.34211]
114,18,4,0.0095,1.015,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.1351558059467991,0.13544249300443104,0.00278589582285835,-0.00307258288049029,1,1.438535,[1.438535]
115,19,4,0.0063,1.015,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.08962963973314045,0.08981975851872795,0.00278589582285835,-0.00297601460844586,1,1.5024799999999998,[1.5024799999999998]
116,20,4,0.0063,1.015,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.08962963973314045,0.08981975851872795,0.00278589582285835,-0.00297601460844586,1,1.5664249999999997,[1.5664249999999997]
117,21,4,0.0063,1.0,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.08830506377649307,0.08849237292485515,0.00278589582285835,-0.00297320497122044,1,1.6294249999999997,[1.6294249999999997]
118,22,4,0.0063,1.0,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.08830506377649307,0.08849237292485515,0.00278589582285835,-0.00297320497122044,1,1.6924249999999996,[1.6924249999999996]
119,23,4,0.0063,1.0,10.0,0.09642499999999998,1.4016676789919535,1.4046408400770658,0.08830506377649307,0.08849237292485515,0.00278589582285835,-0.00297320497122044,1,1.7554249999999996,[1.7554249999999996]
120,0,5,0.0063,1.0,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.08849237292485515,0.08867968483804203,0.00278589582285835,-0.00297320773604524,1,0.063,[0.063]
121,1,5,0.0063,1.0,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.08849237292485515,0.08867968483804203,0.00278589582285835,-0.00297320773604524,1,0.126,[0.126]
122,2,5,0.0063,1.0,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.08849237292485515,0.08867968483804203,0.00278589582285835,-0.00297320773604524,1,0.189,[0.189]
123,3,5,0.0063,1.0,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.08849237292485515,0.08867968483804203,0.00278589582285835,-0.00297320773604524,1,0.252,[0.252]
124,4,5,0.0063,1.015,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.08981975851872795,0.09000988011061264,0.00278589582285835,-0.00297601741474305,1,0.315945,[0.315945]
125,5,5,0.0063,1.015,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.08981975851872795,0.09000988011061264,0.00278589582285835,-0.00297601741474305,1,0.37988999999999995,[0.37988999999999995]
126,6,5,0.0063,1.015,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.08981975851872795,0.09000988011061264,0.00278589582285835,-0.00297601741474305,1,0.4438349999999999,[0.4438349999999999]
127,7,5,0.0063,1.015,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.08981975851872795,0.09000988011061264,0.00278589582285835,-0.00297601741474305,1,0.5077799999999999,[0.5077799999999999]
128,8,5,0.0063,1.015,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.08981975851872795,0.09000988011061264,0.00278589582285835,-0.00297601741474305,1,0.5717249999999999,[0.5717249999999999]
129,9,5,0.0063,1.015,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.08981975851872795,0.09000988011061264,0.00278589582285835,-0.00297601741474305,1,0.63567,[0.63567]
130,10,5,0.0063,1.015,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.08981975851872795,0.09000988011061264,0.00278589582285835,-0.00297601741474305,1,0.699615,[0.699615]
131,11,5,0.0063,1.015,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.08981975851872795,0.09000988011061264,0.00278589582285835,-0.00297601741474305,1,0.76356,[0.76356]
132,12,5,0.0095,1.015,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.13544249300443104,0.13572918429378097,0.00278589582285835,-0.00307258711220829,1,0.859985,[0.859985]
133,13,5,0.0095,1.015,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.13544249300443104,0.13572918429378097,0.00278589582285835,-0.00307258711220829,1,0.95641,[0.95641]
134,14,5,0.0095,1.015,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.13544249300443104,0.13572918429378097,0.00278589582285835,-0.00307258711220829,1,1.052835,[1.052835]
135,15,5,0.0095,1.015,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.13544249300443104,0.13572918429378097,0.00278589582285835,-0.00307258711220829,1,1.14926,[1.14926]
136,16,5,0.0095,1.015,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.13544249300443104,0.13572918429378097,0.00278589582285835,-0.00307258711220829,1,1.245685,[1.245685]
137,17,5,0.0095,1.015,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.13544249300443104,0.13572918429378097,0.00278589582285835,-0.00307258711220829,1,1.34211,[1.34211]
138,18,5,0.0095,1.015,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.13544249300443104,0.13572918429378097,0.00278589582285835,-0.00307258711220829,1,1.438535,[1.438535]
139,19,5,0.0063,1.015,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.08981975851872795,0.09000988011061264,0.00278589582285835,-0.00297601741474305,1,1.5024799999999998,[1.5024799999999998]
140,20,5,0.0063,1.015,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.08981975851872795,0.09000988011061264,0.00278589582285835,-0.00297601741474305,1,1.5664249999999997,[1.5664249999999997]
141,21,5,0.0063,1.0,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.08849237292485515,0.08867968483804203,0.00278589582285835,-0.00297320773604524,1,1.6294249999999997,[1.6294249999999997]
142,22,5,0.0063,1.0,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.08849237292485515,0.08867968483804203,0.00278589582285835,-0.00297320773604524,1,1.6924249999999996,[1.6924249999999996]
143,23,5,0.0063,1.0,10.0,0.09642499999999998,1.4046408400770658,1.4076140450482861,0.08849237292485515,0.08867968483804203,0.00278589582285835,-0.00297320773604524,1,1.7554249999999996,[1.7554249999999996]
144,0,6,0.0063,1.0,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.08867968483804203,0.08886699692541287,0.00278589582285835,-0.0029732079102292,1,0.063,[0.063]
145,1,6,0.0063,1.0,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.08867968483804203,0.08886699692541287,0.00278589582285835,-0.0029732079102292,1,0.126,[0.126]
146,2,6,0.0063,1.0,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.08867968483804203,0.08886699692541287,0.00278589582285835,-0.0029732079102292,1,0.189,[0.189]
147,3,6,0.0063,1.0,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.08867968483804203,0.08886699692541287,0.00278589582285835,-0.0029732079102292,1,0.252,[0.252]
148,4,6,0.0063,1.015,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.09000988011061264,0.09020000187929404,0.00278589582285835,-0.00297601759153975,1,0.315945,[0.315945]
149,5,6,0.0063,1.015,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.09000988011061264,0.09020000187929404,0.00278589582285835,-0.00297601759153975,1,0.37988999999999995,[0.37988999999999995]
150,6,6,0.0063,1.015,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.09000988011061264,0.09020000187929404,0.00278589582285835,-0.00297601759153975,1,0.4438349999999999,[0.4438349999999999]
151,7,6,0.0063,1.015,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.09000988011061264,0.09020000187929404,0.00278589582285835,-0.00297601759153975,1,0.5077799999999999,[0.5077799999999999]
152,8,6,0.0063,1.015,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.09000988011061264,0.09020000187929404,0.00278589582285835,-0.00297601759153975,1,0.5717249999999999,[0.5717249999999999]
153,9,6,0.0063,1.015,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.09000988011061264,0.09020000187929404,0.00278589582285835,-0.00297601759153975,1,0.63567,[0.63567]
154,10,6,0.0063,1.015,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.09000988011061264,0.09020000187929404,0.00278589582285835,-0.00297601759153975,1,0.699615,[0.699615]
155,11,6,0.0063,1.015,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.09000988011061264,0.09020000187929404,0.00278589582285835,-0.00297601759153975,1,0.76356,[0.76356]
156,12,6,0.0095,1.015,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.13572918429378097,0.13601587584972913,0.00278589582285835,-0.00307258737880651,1,0.859985,[0.859985]
157,13,6,0.0095,1.015,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.13572918429378097,0.13601587584972913,0.00278589582285835,-0.00307258737880651,1,0.95641,[0.95641]
158,14,6,0.0095,1.015,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.13572918429378097,0.13601587584972913,0.00278589582285835,-0.00307258737880651,1,1.052835,[1.052835]
159,15,6,0.0095,1.015,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.13572918429378097,0.13601587584972913,0.00278589582285835,-0.00307258737880651,1,1.14926,[1.14926]
160,16,6,0.0095,1.015,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.13572918429378097,0.13601587584972913,0.00278589582285835,-0.00307258737880651,1,1.245685,[1.245685]
161,17,6,0.0095,1.015,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.13572918429378097,0.13601587584972913,0.00278589582285835,-0.00307258737880651,1,1.34211,[1.34211]
162,18,6,0.0095,1.015,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.13572918429378097,0.13601587584972913,0.00278589582285835,-0.00307258737880651,1,1.438535,[1.438535]
163,19,6,0.0063,1.015,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.09000988011061264,0.09020000187929404,0.00278589582285835,-0.00297601759153975,1,1.5024799999999998,[1.5024799999999998]
164,20,6,0.0063,1.015,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.09000988011061264,0.09020000187929404,0.00278589582285835,-0.00297601759153975,1,1.5664249999999997,[1.5664249999999997]
165,21,6,0.0063,1.0,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.08867968483804203,0.08886699692541287,0.00278589582285835,-0.0029732079102292,1,1.6294249999999997,[1.6294249999999997]
166,22,6,0.0063,1.0,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.08867968483804203,0.08886699692541287,0.00278589582285835,-0.0029732079102292,1,1.6924249999999996,[1.6924249999999996]
167,23,6,0.0063,1.0,10.0,0.09642499999999998,1.4076140450482861,1.4105872527843313,0.08867968483804203,0.08886699692541287,0.00278589582285835,-0.0029732079102292,1,1.7554249999999996,[1.7554249999999996]
168,0,7,0.0063,1.0,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.08886699692541287,0.08905430902375731,0.00278589582285835,-0.00297320792120279,1,0.063,[0.063]
169,1,7,0.0063,1.0,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.08886699692541287,0.08905430902375731,0.00278589582285835,-0.00297320792120279,1,0.126,[0.126]
170,2,7,0.0063,1.0,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.08886699692541287,0.08905430902375731,0.00278589582285835,-0.00297320792120279,1,0.189,[0.189]
171,3,7,0.0063,1.0,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.08886699692541287,0.08905430902375731,0.00278589582285835,-0.00297320792120279,1,0.252,[0.252]
172,4,7,0.0063,1.015,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.09020000187929404,0.09039012365911366,0.00278589582285835,-0.00297601760267797,1,0.315945,[0.315945]
173,5,7,0.0063,1.015,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.09020000187929404,0.09039012365911366,0.00278589582285835,-0.00297601760267797,1,0.37988999999999995,[0.37988999999999995]
174,6,7,0.0063,1.015,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.09020000187929404,0.09039012365911366,0.00278589582285835,-0.00297601760267797,1,0.4438349999999999,[0.4438349999999999]
175,7,7,0.0063,1.015,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.09020000187929404,0.09039012365911366,0.00278589582285835,-0.00297601760267797,1,0.5077799999999999,[0.5077799999999999]
176,8,7,0.0063,1.015,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.09020000187929404,0.09039012365911366,0.00278589582285835,-0.00297601760267797,1,0.5717249999999999,[0.5717249999999999]
177,9,7,0.0063,1.015,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.09020000187929404,0.09039012365911366,0.00278589582285835,-0.00297601760267797,1,0.63567,[0.63567]
178,10,7,0.0063,1.015,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.09020000187929404,0.09039012365911366,0.00278589582285835,-0.00297601760267797,1,0.699615,[0.699615]
179,11,7,0.0063,1.015,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.09020000187929404,0.09039012365911366,0.00278589582285835,-0.00297601760267797,1,0.76356,[0.76356]
180,12,7,0.0095,1.015,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.13601587584972913,0.13630256742247296,0.00278589582285835,-0.00307258739560219,1,0.859985,[0.859985]
181,13,7,0.0095,1.015,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.13601587584972913,0.13630256742247296,0.00278589582285835,-0.00307258739560219,1,0.95641,[0.95641]
182,14,7,0.0095,1.015,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.13601587584972913,0.13630256742247296,0.00278589582285835,-0.00307258739560219,1,1.052835,[1.052835]
183,15,7,0.0095,1.015,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.13601587584972913,0.13630256742247296,0.00278589582285835,-0.00307258739560219,1,1.14926,[1.14926]
184,16,7,0.0095,1.015,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.13601587584972913,0.13630256742247296,0.00278589582285835,-0.00307258739560219,1,1.245685,[1.245685]
185,17,7,0.0095,1.015,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.13601587584972913,0.13630256742247296,0.00278589582285835,-0.00307258739560219,1,1.34211,[1.34211]
186,18,7,0.0095,1.015,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.13601587584972913,0.13630256742247296,0.00278589582285835,-0.00307258739560219,1,1.438535,[1.438535]
187,19,7,0.0063,1.015,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.09020000187929404,0.09039012365911366,0.00278589582285835,-0.00297601760267797,1,1.5024799999999998,[1.5024799999999998]
188,20,7,0.0063,1.015,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.09020000187929404,0.09039012365911366,0.00278589582285835,-0.00297601760267797,1,1.5664249999999997,[1.5664249999999997]
189,21,7,0.0063,1.0,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.08886699692541287,0.08905430902375731,0.00278589582285835,-0.00297320792120279,1,1.6294249999999997,[1.6294249999999997]
190,22,7,0.0063,1.0,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.08886699692541287,0.08905430902375731,0.00278589582285835,-0.00297320792120279,1,1.6924249999999996,[1.6924249999999996]
191,23,7,0.0063,1.0,10.0,0.09642499999999998,1.4105872527843313,1.4135604606945604,0.08886699692541287,0.08905430902375731,0.00278589582285835,-0.00297320792120279,1,1.7554249999999996,[1.7554249999999996]
192,0,8,0.0063,1.0,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.08905430902375731,0.08924162112279309,0.00278589582285835,-0.00297320792189413,1,0.063,[0.063]
193,1,8,0.0063,1.0,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.08905430902375731,0.08924162112279309,0.00278589582285835,-0.00297320792189413,1,0.126,[0.126]
194,2,8,0.0063,1.0,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.08905430902375731,0.08924162112279309,0.00278589582285835,-0.00297320792189413,1,0.189,[0.189]
195,3,8,0.0063,1.0,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.08905430902375731,0.08924162112279309,0.00278589582285835,-0.00297320792189413,1,0.252,[0.252]
196,4,8,0.0063,1.015,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.09039012365911366,0.09058024543963496,0.00278589582285835,-0.00297601760337966,1,0.315945,[0.315945]
197,5,8,0.0063,1.015,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.09039012365911366,0.09058024543963496,0.00278589582285835,-0.00297601760337966,1,0.37988999999999995,[0.37988999999999995]
198,6,8,0.0063,1.015,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.09039012365911366,0.09058024543963496,0.00278589582285835,-0.00297601760337966,1,0.4438349999999999,[0.4438349999999999]
199,7,8,0.0063,1.015,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.09039012365911366,0.09058024543963496,0.00278589582285835,-0.00297601760337966,1,0.5077799999999999,[0.5077799999999999]
200,8,8,0.0063,1.015,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.09039012365911366,0.09058024543963496,0.00278589582285835,-0.00297601760337966,1,0.5717249999999999,[0.5717249999999999]
201,9,8,0.0063,1.015,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.09039012365911366,0.09058024543963496,0.00278589582285835,-0.00297601760337966,1,0.63567,[0.63567]
202,10,8,0.0063,1.015,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.09039012365911366,0.09058024543963496,0.00278589582285835,-0.00297601760337966,1,0.699615,[0.699615]
203,11,8,0.0063,1.015,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.09039012365911366,0.09058024543963496,0.00278589582285835,-0.00297601760337966,1,0.76356,[0.76356]
204,12,8,0.0095,1.015,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.13630256742247296,0.13658925899627494,0.00278589582285835,-0.00307258739666034,1,0.859985,[0.859985]
205,13,8,0.0095,1.015,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.13630256742247296,0.13658925899627494,0.00278589582285835,-0.00307258739666034,1,0.95641,[0.95641]
206,14,8,0.0095,1.015,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.13630256742247296,0.13658925899627494,0.00278589582285835,-0.00307258739666034,1,1.052835,[1.052835]
207,15,8,0.0095,1.015,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.13630256742247296,0.13658925899627494,0.00278589582285835,-0.00307258739666034,1,1.14926,[1.14926]
208,16,8,0.0095,1.015,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.13630256742247296,0.13658925899627494,0.00278589582285835,-0.00307258739666034,1,1.245685,[1.245685]
209,17,8,0.0095,1.015,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.13630256742247296,0.13658925899627494,0.00278589582285835,-0.00307258739666034,1,1.34211,[1.34211]
210,18,8,0.0095,1.015,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.13630256742247296,0.13658925899627494,0.00278589582285835,-0.00307258739666034,1,1.438535,[1.438535]
211,19,8,0.0063,1.015,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.09039012365911366,0.09058024543963496,0.00278589582285835,-0.00297601760337966,1,1.5024799999999998,[1.5024799999999998]
212,20,8,0.0063,1.015,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.09039012365911366,0.09058024543963496,0.00278589582285835,-0.00297601760337966,1,1.5664249999999997,[1.5664249999999997]
213,21,8,0.0063,1.0,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.08905430902375731,0.08924162112279309,0.00278589582285835,-0.00297320792189413,1,1.6294249999999997,[1.6294249999999997]
214,22,8,0.0063,1.0,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.08905430902375731,0.08924162112279309,0.00278589582285835,-0.00297320792189413,1,1.6924249999999996,[1.6924249999999996]
215,23,8,0.0063,1.0,10.0,0.09642499999999998,1.4135604606945604,1.4165336686157632,0.08905430902375731,0.08924162112279309,0.00278589582285835,-0.00297320792189413,1,1.7554249999999996,[1.7554249999999996]
216,0,9,0.0063,1.0,10.0,0.09642499999999998,1.4165336686157632,1.4195068765376573,0.08924162112279309,0.08942893322187241,0.00278589582285835,-0.00297320792193768,1,0.063,[0.063]
217,1,9,0.0063,1.0,10.0,0.09642499999999998,1.4165336686157632,1.4195068765376573,0.08924162112279309,0.08942893322187241,0.00278589582285835,-0.00297320792193768,1,0.126,[0.126]
218,2,9,0.0063,1.0,10.0,0.09642499999999998,1.4165336686157632,1.4195068765376573,0.08924162112279309,0.08942893322187241,0.00278589582285835,-0.00297320792193768,1,0.189,[0.189]
