cycle,hour,int(cycle / 24),r_l,FC,n_L,shadow_loss,prevState'N_L',currentState'N_L',prev_value,value,pl_total,chg,length(leaf_proportion),sum(leaf_proportion),leaf_proportion
7109,5,296,0.0063,1.015,10.0,0.09642499999999998,2.2698443422126653,2.2728175501346057,0.14514519646278887,0.14533531824335733,0.00278589582285835,-0.00297601760342681,1,0.37988999999999995,[0.37988999999999995]
7110,6,296,0.0063,1.015,10.0,0.09642499999999998,2.2698443422126653,2.2728175501346057,0.14514519646278887,0.14533531824335733,0.00278589582285835,-0.00297601760342681,1,0.4438349999999999,[0.4438349999999999]
7111,7,296,0.0063,1.015,10.0,0.09642499999999998,2.2698443422126653,2.2728175501346057,0.14514519646278887,0.14533531824335733,0.00278589582285835,-0.00297601760342681,1,0.5077799999999999,[0.5077799999999999]
7112,8,296,0.0063,1.015,10.0,0.09642499999999998,2.2698443422126653,2.2728175501346057,0.14514519646278887,0.14533531824335733,0.00278589582285835,-0.00297601760342681,1,0.5717249999999999,[0.5717249999999999]
7113,9,296,0.0063,1.015,10.0,0.09642499999999998,2.2698443422126653,2.2728175501346057,0.14514519646278887,0.14533531824335733,0.00278589582285835,-0.00297601760342681,1,0.63567,[0.63567]
7114,10,296,0.0063,1.015,10.0,0.09642499999999998,2.2698443422126653,2.2728175501346057,0.14514519646278887,0.14533531824335733,0.00278589582285835,-0.00297601760342681,1,0.699615,[0.699615]
7115,11,296,0.0063,1.015,10.0,0.09642499999999998,2.2698443422126653,2.2728175501346057,0.14514519646278887,0.14533531824335733,0.00278589582285835,-0.00297601760342681,1,0.76356,[0.76356]
7116,12,296,0.0095,1.015,10.0,0.09642499999999998,2.2698443422126653,2.2728175501346057,0.21886974069785622,0.21915643227172932,0.00278589582285835,-0.00307258739673145,1,0.859985,[0.859985]
7117,13,296,0.0095,1.015,10.0,0.09642499999999998,2.2698443422126653,2.2728175501346057,0.21886974069785622,0.21915643227172932,0.00278589582285835,-0.00307258739673145,1,0.95641,[0.95641]
7118,14,296,0.0095,1.015,10.0,0.09642499999999998,2.2698443422126653,2.2728175501346057,0.21886974069785622,0.21915643227172932,0.00278589582285835,-0.00307258739673145,1,1.052835,[1.052835]
7119,15,296,0.0095,1.015,10.0,0.09642499999999998,2.2698443422126653,2.2728175501346057,0.21886974069785622,0.21915643227172932,0.00278589582285835,-0.00307258739673145,1,1.14926,[1.14926]
