cycle,int(cycle / 24),length(leaf_proportion),sum(leaf_proportion),leaf_proportion,,,,,,,,,
246,10,10,0.113419764,0.094843392,0.016998943,0.001494902,7.96481E-05,2.80938E-06,6.82434E-08,1.15399E-09,1.34011E-11,1.0223E-13,4.6E-16
247,10,10,0.113419764,0.094843392,0.016998943,0.001494902,7.96481E-05,2.80938E-06,6.82434E-08,1.15399E-09,1.34011E-11,1.0223E-13,4.6E-16
248,10,10,0.113419764,0.094843392,0.016998943,0.001494902,7.96481E-05,2.80938E-06,6.82434E-08,1.15399E-09,1.34011E-11,1.0223E-13,4.6E-16
249,10,10,0.113419764,0.094843392,0.016998943,0.001494902,7.96481E-05,2.80938E-06,6.82434E-08,1.15399E-09,1.34011E-11,1.0223E-13,4.6E-16
250,10,10,0.113419764,0.094843392,0.016998943,0.001494902,7.96481E-05,2.80938E-06,6.82434E-08,1.15399E-09,1.34011E-11,1.0223E-13,4.6E-16
251,10,10,0.113419764,0.094843392,0.016998943,0.001494902,7.96481E-05,2.80938E-06,6.82434E-08,1.15399E-09,1.34011E-11,1.0223E-13,4.6E-16
252,10,10,0.113419764,0.094843392,0.016998943,0.001494902,7.96481E-05,2.80938E-06,6.82434E-08,1.15399E-09,1.34011E-11,1.0223E-13,4.6E-16
253,10,10,0.113419764,0.094843392,0.016998943,0.001494902,7.96481E-05,2.80938E-06,6.82434E-08,1.15399E-09,1.34011E-11,1.0223E-13,4.6E-16
254,10,10,0.113419764,0.094843392,0.016998943,0.001494902,7.96481E-05,2.80938E-06,6.82434E-08,1.15399E-09,1.34011E-11,1.0223E-13,4.6E-16
255,10,10,0.113419764,0.094843392,0.016998943,0.001494902,7.96481E-05,2.80938E-06,6.82434E-08,1.15399E-09,1.34011E-11,1.0223E-13,4.6E-16
256,10,10,0.113419764,0.094843392,0.016998943,0.001494902,7.96481E-05,2.80938E-06,6.82434E-08,1.15399E-09,1.34011E-11,1.0223E-13,4.6E-16
257,10,10,0.113419764,0.094843392,0.016998943,0.001494902,7.96481E-05,2.80938E-06,6.82434E-08,1.15399E-09,1.34011E-11,1.0223E-13,4.6E-16
258,10,10,0.113419764,0.094843392,0.016998943,0.001494902,7.96481E-05,2.80938E-06,6.82434E-08,1.15399E-09,1.34011E-11,1.0223E-13,4.6E-16
259,10,10,0.113419764,0.094843392,0.016998943,0.001494902,7.96481E-05,2.80938E-06,6.82434E-08,1.15399E-09,1.34011E-11,1.0223E-13,4.6E-16
260,10,10,0.113419764,0.094843392,0.016998943,0.001494902,7.96481E-05,2.80938E-06,6.82434E-08,1.15399E-09,1.34011E-11,1.0223E-13,4.6E-16
261,10,10,0.113419764,0.094843392,0.016998943,0.001494902,7.96481E-05,2.80938E-06,6.82434E-08,1.15399E-09,1.34011E-11,1.0223E-13,4.6E-16
262,10,10,0.113419764,0.094843392,0.016998943,0.001494902,7.96481E-05,2.80938E-06,6.82434E-08,1.15399E-09,1.34011E-11,1.0223E-13,4.6E-16
263,10,10,0.113419764,0.094843392,0.016998943,0.001494902,7.96481E-05,2.80938E-06,6.82434E-08,1.15399E-09,1.34011E-11,1.0223E-13,4.6E-16
264,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
265,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
266,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
267,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
268,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
269,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
270,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
271,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
272,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
273,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
274,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
275,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
276,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
277,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
278,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
279,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
280,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
281,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
282,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
283,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
284,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
285,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
286,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
287,11,10,0.115837285,0.095364045,0.018555832,0.001804983,0.000107953,4.34615E-06,1.23066E-07,2.49578E-09,3.6213E-11,3.6821E-13,2.5E-15
288,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
289,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
290,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
291,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
292,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
293,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
294,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
295,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
296,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
297,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
298,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
299,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
300,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
301,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
302,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
303,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
304,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
305,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
306,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
307,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
308,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
309,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
310,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
311,12,10,0.118306334,0.095925813,0.020091996,0.00214,0.000141894,6.41829E-06,2.07528E-07,4.90719E-09,8.54044E-11,1.0851E-12,9.81E-15
312,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
313,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
314,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
315,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
316,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
317,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
318,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
319,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
320,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
321,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
322,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
323,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
324,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
325,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
326,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
327,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
328,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
329,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
330,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
331,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
332,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
333,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
334,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
335,13,10,0.120828011,0.096528974,0.021608673,0.00249904,0.000181856,9.1278E-06,3.31743E-07,8.9596E-09,1.8184E-10,2.77149E-12,3.132E-14
336,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
337,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
338,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
339,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
340,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
341,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
342,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
343,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
344,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
345,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
346,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
347,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
348,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
349,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
350,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
351,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
352,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
353,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
354,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
355,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
356,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
357,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
358,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
359,14,10,0.123403437,0.09717382,0.023107079,0.002881233,0.0002282,1.25824E-05,5.07664E-07,1.54153E-08,3.57395E-10,6.35286E-12,8.612E-14
360,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
361,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
362,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
363,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
364,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
365,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
366,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
367,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
368,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
369,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
370,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
371,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
372,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
373,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
374,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
375,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
376,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
377,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
378,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
379,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
380,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
381,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
382,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
383,15,10,0.126033758,0.097860665,0.024588414,0.00328575,0.00028126,1.68947E-05,7.49158E-07,2.52602E-08,6.58553E-10,1.33737E-11,2.1146E-13
384,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
385,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
386,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
387,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
388,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
389,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
390,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
391,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
392,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
393,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
394,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
395,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
396,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
397,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
398,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
399,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
400,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
401,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
402,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
403,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
404,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
405,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
406,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
407,16,10,0.128720143,0.098589837,0.026053859,0.003711803,0.00034135,2.2182E-05,1.07207E-06,3.97382E-08,1.15059E-09,2.62773E-11,4.747E-13
408,17,10,0.131463788,0.099361685,0.027504578,0.004158644,0.000408759,2.85654E-05,1.49427E-06,6.03848E-08,1.92234E-09,4.87635E-11,9.9075E-13
409,17,10,0.131463788,0.099361685,0.027504578,0.004158644,0.000408759,2.85654E-05,1.49427E-06,6.03848E-08,1.92234E-09,4.87635E-11,9.9075E-13
410,17,10,0.131463788,0.099361685,0.027504578,0.004158644,0.000408759,2.85654E-05,1.49427E-06,6.03848E-08,1.92234E-09,4.87635E-11,9.9075E-13
411,17,10,0.131463788,0.099361685,0.027504578,0.004158644,0.000408759,2.85654E-05,1.49427E-06,6.03848E-08,1.92234E-09,4.87635E-11,9.9075E-13
412,17,10,0.131463788,0.099361685,0.027504578,0.004158644,0.000408759,2.85654E-05,1.49427E-06,6.03848E-08,1.92234E-09,4.87635E-11,9.9075E-13
